ReturnID,OrderDetailID,ReturnDate,ReturnQuantity,ReturnReason,ReturnStatus
451,13085,2026-07-21T00:00:00,1,Not as Described,Rejected
452,13087,2024-11-11T00:00:00,1,Not as Described,Rejected
453,13099,2026-03-02T00:00:00,1,Buyer Remorse,Requested
454,13162,2025-08-23T00:00:00,1,Buyer Remorse,Approved
455,13232,2025-03-29T00:00:00,1,Late Delivery,Completed
456,13242,2026-09-07T00:00:00,2,Not as Described,Requested
457,13251,2026-07-09T00:00:00,2,Late Delivery,Requested
458,13339,2026-04-27T00:00:00,1,,Completed
459,13348,2026-02-22T00:00:00,4,Buyer Remorse,Requested
460,13355,2026-01-23T00:00:00,1,,Rejected
461,13440,2025-11-20T00:00:00,1,Buyer Remorse,Completed
462,13478,2026-06-26T00:00:00,1,Defective Item,Requested
463,13481,2026-04-17T00:00:00,1,Not as Described,Rejected
464,13505,2025-03-17T00:00:00,3,Late Delivery,Approved
465,13586,2025-12-07T00:00:00,4,Defective Item,Rejected
466,13640,2026-06-07T00:00:00,1,Wrong Size/Color,Approved
467,13684,2026-04-02T00:00:00,1,Late Delivery,Rejected
468,13729,2025-05-26T00:00:00,1,Defective Item,Rejected
469,13731,2025-06-13T00:00:00,2,Buyer Remorse,Requested
470,13805,2026-02-22T00:00:00,1,Defective Item,Approved
471,13814,2023-03-24T00:00:00,2,,Rejected
472,13823,2026-06-21T00:00:00,1,Not as Described,Approved
473,13831,2025-01-13T00:00:00,1,Defective Item,Requested
474,13846,2024-01-19T00:00:00,1,,Completed
475,13864,2026-07-24T00:00:00,1,Not as Described,Approved
476,13923,2026-06-12T00:00:00,2,Wrong Size/Color,Rejected
477,13953,2025-08-03T00:00:00,3,Buyer Remorse,Approved
478,13964,2025-12-05T00:00:00,1,,Completed
479,13969,2025-12-31T00:00:00,2,Wrong Size/Color,Rejected
480,14008,2024-03-29T00:00:00,1,Wrong Size/Color,Rejected
481,14039,2026-09-12T00:00:00,1,Wrong Size/Color,Approved
482,14183,2025-01-14T00:00:00,1,Late Delivery,Completed
483,14206,2023-11-01T00:00:00,3,Wrong Size/Color,Completed
484,14225,2025-03-06T00:00:00,1,Buyer Remorse,Approved
485,14254,2026-01-03T00:00:00,1,,Rejected
486,14255,2026-01-01T00:00:00,3,Not as Described,Completed
487,14272,2026-01-03T00:00:00,1,Late Delivery,Requested
488,14299,2026-05-21T00:00:00,1,,Completed
489,14306,2026-01-13T00:00:00,2,Wrong Size/Color,Rejected
490,14331,2026-04-19T00:00:00,2,Late Delivery,Rejected
491,14336,2026-06-24T00:00:00,2,,Requested
492,14343,2026-08-07T00:00:00,2,,Approved
493,14442,2026-03-12T00:00:00,3,Wrong Size/Color,Approved
494,14452,2026-01-18T00:00:00,1,,Completed
495,14480,2026-08-19T00:00:00,3,Buyer Remorse,Completed
496,14491,2026-06-13T00:00:00,1,Wrong Size/Color,Rejected
497,14492,2026-06-16T00:00:00,2,Late Delivery,Approved
498,14501,2026-06-09T00:00:00,3,Late Delivery,Rejected
499,14536,2025-10-19T00:00:00,1,,Requested
500,14554,2025-12-16T00:00:00,1,Wrong Size/Color,Approved
501,14563,2025-09-19T00:00:00,3,Wrong Size/Color,Completed
502,14583,2026-07-30T00:00:00,2,Late Delivery,Requested
503,14630,2025-12-11T00:00:00,1,,Completed
504,14633,2026-08-25T00:00:00,3,Buyer Remorse,Approved
505,14685,2025-04-15T00:00:00,2,Defective Item,Rejected
506,14700,2026-08-10T00:00:00,4,Defective Item,Rejected
507,14827,2024-01-06T00:00:00,1,Not as Described,Requested
508,14918,2025-04-01T00:00:00,2,Not as Described,Completed
509,14927,2025-02-03T00:00:00,1,Not as Described,Completed
510,14960,2024-08-02T00:00:00,2,Not as Described,Approved
511,15028,2026-03-10T00:00:00,2,Late Delivery,Rejected
512,15029,2026-04-20T00:00:00,1,,Approved
513,15085,2026-05-05T00:00:00,2,,Approved
514,15130,2026-01-03T00:00:00,1,Late Delivery,Completed
515,15133,2026-05-23T00:00:00,3,Late Delivery,Rejected
516,15179,2024-11-20T00:00:00,2,Not as Described,Approved
517,15293,2026-05-23T00:00:00,1,,Rejected
518,15305,2026-09-15T00:00:00,4,,Completed
519,15321,2026-05-10T00:00:00,1,Late Delivery,Approved
520,15341,2026-08-25T00:00:00,2,Buyer Remorse,Approved
521,15402,2025-03-02T00:00:00,2,Buyer Remorse,Approved
522,15507,2026-06-18T00:00:00,1,Wrong Size/Color,Rejected
523,15549,2026-02-23T00:00:00,3,Not as Described,Completed
524,15601,2024-11-28T00:00:00,2,Late Delivery,Requested
525,15616,2026-08-27T00:00:00,4,Late Delivery,Completed
526,15642,2025-09-16T00:00:00,2,Buyer Remorse,Rejected
527,15645,2024-12-27T00:00:00,1,Buyer Remorse,Rejected
528,15655,2025-11-28T00:00:00,1,Not as Described,Completed
529,15661,2026-05-08T00:00:00,3,Wrong Size/Color,Requested
530,15664,2023-11-16T00:00:00,1,Defective Item,Approved
531,15705,2025-08-08T00:00:00,4,Buyer Remorse,Completed
532,15725,2024-10-28T00:00:00,3,Buyer Remorse,Completed
533,15732,2024-09-18T00:00:00,4,Defective Item,Requested
534,15743,2025-02-28T00:00:00,1,Not as Described,Rejected
535,15770,2024-05-17T00:00:00,2,,Completed
536,15840,2026-03-28T00:00:00,3,Buyer Remorse,Completed
537,15868,2025-12-10T00:00:00,1,Wrong Size/Color,Approved
538,15940,2025-03-22T00:00:00,1,Buyer Remorse,Approved
539,15941,2025-03-23T00:00:00,3,,Completed
540,15975,2026-03-02T00:00:00,1,,Requested
541,15977,2026-02-21T00:00:00,2,Buyer Remorse,Completed
542,16024,2026-02-17T00:00:00,2,Wrong Size/Color,Requested
543,16112,2026-06-16T00:00:00,2,Not as Described,Rejected
544,16126,2025-03-16T00:00:00,1,Late Delivery,Rejected
545,16145,2026-03-19T00:00:00,2,Not as Described,Rejected
546,16157,2025-11-21T00:00:00,1,Late Delivery,Completed
547,16160,2024-12-28T00:00:00,2,Late Delivery,Approved
548,16205,2026-08-29T00:00:00,1,Defective Item,Rejected
549,16236,2026-08-15T00:00:00,3,,Completed
550,16240,2026-04-14T00:00:00,2,Buyer Remorse,Completed
551,16344,2024-09-05T00:00:00,1,Wrong Size/Color,Rejected
552,16367,2026-08-06T00:00:00,1,Wrong Size/Color,Completed
553,16391,2025-02-28T00:00:00,4,,Requested
554,16410,2026-08-13T00:00:00,4,Not as Described,Approved
555,16431,2026-07-26T00:00:00,1,Buyer Remorse,Rejected
556,16475,2026-07-19T00:00:00,2,Wrong Size/Color,Rejected
557,16492,2025-11-29T00:00:00,1,Buyer Remorse,Approved
558,16493,2024-12-22T00:00:00,3,,Approved
559,16547,2026-06-22T00:00:00,1,Buyer Remorse,Requested
560,16562,2026-01-09T00:00:00,3,Not as Described,Rejected
561,16563,2026-01-04T00:00:00,3,Not as Described,Rejected
562,16590,2026-08-14T00:00:00,3,Wrong Size/Color,Completed
563,16602,2026-09-18T00:00:00,1,,Rejected
564,16612,2025-12-30T00:00:00,3,Late Delivery,Approved
565,16656,2026-07-28T00:00:00,3,Not as Described,Requested
566,16662,2025-05-23T00:00:00,1,Late Delivery,Rejected
567,16685,2026-06-20T00:00:00,1,,Approved
568,16698,2024-11-19T00:00:00,1,Wrong Size/Color,Rejected
569,16719,2026-05-05T00:00:00,1,Wrong Size/Color,Rejected
570,16744,2024-06-24T00:00:00,4,Defective Item,Approved
571,16760,2026-09-10T00:00:00,3,Wrong Size/Color,Completed
572,16766,2026-08-20T00:00:00,2,Late Delivery,Rejected
573,16808,2023-12-18T00:00:00,1,Late Delivery,Requested
574,16826,2024-01-22T00:00:00,4,Wrong Size/Color,Rejected
575,16841,2026-05-12T00:00:00,1,Defective Item,Requested
576,16842,2026-05-19T00:00:00,1,Wrong Size/Color,Approved
577,16851,2026-07-11T00:00:00,4,Not as Described,Rejected
578,16865,2026-06-05T00:00:00,1,Defective Item,Requested
579,16887,2026-07-23T00:00:00,3,Buyer Remorse,Rejected
580,16910,2024-11-26T00:00:00,1,,Approved
581,16911,2024-11-28T00:00:00,1,Wrong Size/Color,Rejected
582,16912,2024-11-21T00:00:00,2,Defective Item,Requested
583,16941,2026-08-16T00:00:00,2,Defective Item,Requested
584,16991,2025-11-25T00:00:00,4,Late Delivery,Rejected
585,17008,2024-10-29T00:00:00,1,Not as Described,Completed
586,17026,2024-06-16T00:00:00,2,Buyer Remorse,Completed
587,17052,2025-12-27T00:00:00,1,Late Delivery,Approved
588,17131,2026-05-31T00:00:00,2,Late Delivery,Completed
589,17174,2026-07-20T00:00:00,1,Defective Item,Approved
590,17218,2025-08-21T00:00:00,1,,Rejected
591,17239,2026-03-16T00:00:00,2,Buyer Remorse,Completed
592,17270,2026-08-03T00:00:00,1,Late Delivery,Approved
593,17284,2024-05-12T00:00:00,2,Defective Item,Approved
594,17293,2026-04-14T00:00:00,1,Buyer Remorse,Completed
595,17413,2026-07-30T00:00:00,4,,Approved
596,17429,2026-07-25T00:00:00,2,,Requested
597,17486,2025-10-24T00:00:00,2,Defective Item,Approved
598,17544,2025-12-03T00:00:00,2,Wrong Size/Color,Requested
599,17552,2025-08-11T00:00:00,1,,Approved
600,17572,2026-02-04T00:00:00,1,Defective Item,Rejected
601,17592,2025-09-23T00:00:00,3,Buyer Remorse,Approved
602,17622,2025-05-28T00:00:00,2,Wrong Size/Color,Rejected
603,17632,2026-01-31T00:00:00,3,,Rejected
604,17657,2026-02-03T00:00:00,3,Late Delivery,Approved
605,17669,2026-08-06T00:00:00,1,,Approved
606,17689,2024-10-27T00:00:00,1,Wrong Size/Color,Completed
607,17727,2026-01-26T00:00:00,2,Defective Item,Requested
608,17768,2026-01-06T00:00:00,3,Wrong Size/Color,Rejected
609,17794,2026-08-11T00:00:00,1,Not as Described,Completed
610,17801,2026-08-11T00:00:00,3,,Completed
611,17816,2025-10-05T00:00:00,1,Late Delivery,Rejected
612,17853,2026-05-20T00:00:00,1,Wrong Size/Color,Rejected
613,17871,2026-01-19T00:00:00,1,Defective Item,Approved
614,17873,2024-10-24T00:00:00,2,,Completed
615,17889,2025-11-02T00:00:00,3,Late Delivery,Rejected
616,17902,2023-12-31T00:00:00,2,Late Delivery,Approved
617,17933,2026-08-25T00:00:00,2,,Approved
618,17972,2025-10-04T00:00:00,1,Late Delivery,Approved
619,17976,2026-09-02T00:00:00,1,Not as Described,Requested
620,18053,2024-11-10T00:00:00,2,,Rejected
621,18082,2026-07-30T00:00:00,1,Defective Item,Completed
622,18094,2025-04-06T00:00:00,1,Not as Described,Completed
623,18101,2025-03-02T00:00:00,4,Defective Item,Requested
624,18113,2023-09-01T00:00:00,1,,Rejected
625,18133,2026-07-09T00:00:00,1,Not as Described,Rejected
626,18175,2026-03-30T00:00:00,2,Wrong Size/Color,Approved
627,18193,2026-02-20T00:00:00,1,Wrong Size/Color,Rejected
628,18205,2026-09-11T00:00:00,1,Late Delivery,Requested
629,18222,2026-09-04T00:00:00,1,Buyer Remorse,Completed
630,18225,2026-04-13T00:00:00,2,Late Delivery,Rejected
631,18230,2025-02-15T00:00:00,2,Buyer Remorse,Approved
632,18268,2025-06-14T00:00:00,2,Wrong Size/Color,Rejected
633,18296,2025-07-13T00:00:00,2,Buyer Remorse,Approved
634,18310,2026-01-14T00:00:00,1,,Completed
635,18312,2026-01-03T00:00:00,1,Late Delivery,Approved
636,18381,2024-12-04T00:00:00,2,Late Delivery,Approved
637,18414,2026-02-07T00:00:00,2,,Rejected
638,18441,2026-03-22T00:00:00,1,Buyer Remorse,Requested
639,18502,2026-01-03T00:00:00,1,Defective Item,Approved
640,18565,2026-01-09T00:00:00,3,Late Delivery,Approved
641,18567,2026-01-17T00:00:00,2,Defective Item,Rejected
642,18584,2023-07-13T00:00:00,1,Buyer Remorse,Completed
643,18586,2023-07-17T00:00:00,1,Wrong Size/Color,Completed
644,18631,2024-12-23T00:00:00,1,Not as Described,Approved
645,18683,2026-06-21T00:00:00,1,Wrong Size/Color,Rejected
646,18694,2025-06-25T00:00:00,2,Late Delivery,Completed
647,18698,2023-07-21T00:00:00,2,Defective Item,Rejected
648,18771,2026-08-11T00:00:00,2,Defective Item,Requested
649,18776,2026-01-20T00:00:00,2,Defective Item,Approved
650,18848,2026-05-18T00:00:00,2,Wrong Size/Color,Rejected
651,18911,2024-07-13T00:00:00,1,Buyer Remorse,Approved
652,18914,2025-04-27T00:00:00,3,Late Delivery,Rejected
653,18918,2026-02-03T00:00:00,1,Buyer Remorse,Rejected
654,18929,2025-03-24T00:00:00,2,Wrong Size/Color,Rejected
655,18930,2025-04-01T00:00:00,1,Not as Described,Completed
656,18948,2026-07-03T00:00:00,1,Wrong Size/Color,Approved
657,18954,2026-08-25T00:00:00,1,Not as Described,Requested
658,19023,2024-12-12T00:00:00,1,Not as Described,Rejected
659,19078,2026-09-06T00:00:00,1,Late Delivery,Requested
660,19113,2025-10-30T00:00:00,3,Buyer Remorse,Requested
661,19155,2026-08-10T00:00:00,1,Wrong Size/Color,Rejected
662,19166,2026-07-02T00:00:00,2,Buyer Remorse,Approved
663,19215,2025-01-10T00:00:00,1,Defective Item,Approved
664,19284,2026-07-29T00:00:00,1,Defective Item,Completed
665,19290,2026-07-13T00:00:00,1,,Requested
666,19321,2026-03-04T00:00:00,1,Not as Described,Rejected
667,19380,2026-05-20T00:00:00,1,Defective Item,Rejected
668,19419,2025-12-24T00:00:00,1,Not as Described,Approved
669,19439,2024-12-23T00:00:00,1,Buyer Remorse,Completed
670,19460,2025-12-09T00:00:00,1,,Rejected
671,19463,2025-11-29T00:00:00,1,Defective Item,Approved
672,19539,2024-11-10T00:00:00,1,Not as Described,Requested
673,19633,2025-07-23T00:00:00,1,Defective Item,Approved
674,19655,2026-01-23T00:00:00,2,Late Delivery,Rejected
675,19665,2026-08-26T00:00:00,1,Buyer Remorse,Completed
676,19677,2026-08-01T00:00:00,2,Buyer Remorse,Approved
677,19690,2025-05-12T00:00:00,2,Wrong Size/Color,Requested
678,19710,2026-07-15T00:00:00,4,Buyer Remorse,Requested
679,19814,2026-03-30T00:00:00,2,Buyer Remorse,Rejected
680,19912,2025-08-13T00:00:00,1,,Approved
681,19923,2026-03-13T00:00:00,1,Wrong Size/Color,Approved
682,19940,2026-08-17T00:00:00,1,Wrong Size/Color,Completed
683,19945,2026-02-22T00:00:00,1,,Rejected
684,19949,2025-12-13T00:00:00,1,Not as Described,Completed
685,19971,2025-10-26T00:00:00,4,Defective Item,Rejected
686,20006,2024-12-26T00:00:00,2,Not as Described,Requested
687,20037,2025-03-30T00:00:00,1,Buyer Remorse,Approved
688,20139,2023-11-28T00:00:00,1,,Approved
689,20188,2024-12-21T00:00:00,2,Wrong Size/Color,Approved
690,20246,2024-02-29T00:00:00,1,,Approved
691,20272,2025-06-07T00:00:00,1,Not as Described,Requested
692,20275,2025-06-03T00:00:00,1,Wrong Size/Color,Completed
693,20282,2026-09-12T00:00:00,3,,Rejected
694,20296,2024-07-09T00:00:00,1,Wrong Size/Color,Completed
695,20308,2025-12-15T00:00:00,1,Not as Described,Completed
696,20322,2026-08-17T00:00:00,1,Not as Described,Rejected
697,20339,2026-07-07T00:00:00,1,Not as Described,Rejected
698,20368,2026-01-07T00:00:00,1,Wrong Size/Color,Rejected
699,20418,2026-08-24T00:00:00,4,Defective Item,Approved
700,20433,2026-07-22T00:00:00,3,,Approved
701,20464,2026-09-09T00:00:00,1,Defective Item,Approved
702,20466,2024-12-16T00:00:00,2,Wrong Size/Color,Requested
703,20478,2025-09-03T00:00:00,1,Late Delivery,Approved
704,20515,2024-05-27T00:00:00,2,,Completed
705,20554,2025-04-20T00:00:00,1,Buyer Remorse,Completed
706,20556,2025-04-24T00:00:00,1,Wrong Size/Color,Approved
707,20565,2025-05-31T00:00:00,1,Not as Described,Approved
708,20647,2024-01-25T00:00:00,4,Defective Item,Approved
709,20659,2026-08-22T00:00:00,1,,Rejected
710,20670,2026-04-14T00:00:00,3,Not as Described,Requested
711,20692,2025-08-01T00:00:00,1,Wrong Size/Color,Rejected
712,20748,2025-06-03T00:00:00,1,Not as Described,Rejected
713,20752,2025-11-01T00:00:00,1,,Approved
714,20801,2026-08-24T00:00:00,1,,Requested
715,20844,2024-10-27T00:00:00,1,Buyer Remorse,Requested
716,20861,2026-07-20T00:00:00,2,Late Delivery,Approved
717,20881,2026-04-26T00:00:00,1,Defective Item,Rejected
718,20912,2025-10-03T00:00:00,1,Buyer Remorse,Rejected
719,20969,2024-12-12T00:00:00,2,Defective Item,Requested
720,20974,2025-11-08T00:00:00,2,Not as Described,Completed
721,20979,2025-12-27T00:00:00,2,Not as Described,Approved
722,20988,2026-01-05T00:00:00,1,Not as Described,Requested
723,21002,2026-07-29T00:00:00,1,,Rejected
724,21006,2025-12-02T00:00:00,2,Buyer Remorse,Approved
725,21029,2026-07-08T00:00:00,1,Wrong Size/Color,Completed
726,21048,2025-06-21T00:00:00,1,,Rejected
727,21206,2025-10-02T00:00:00,2,Late Delivery,Completed
728,21229,2024-10-14T00:00:00,4,Not as Described,Approved
729,21242,2026-05-24T00:00:00,1,Wrong Size/Color,Approved
730,21260,2023-09-24T00:00:00,1,Not as Described,Completed
731,21279,2025-05-06T00:00:00,1,,Requested
732,21289,2023-06-26T00:00:00,2,Defective Item,Approved
733,21318,2025-09-22T00:00:00,1,Buyer Remorse,Completed
734,21325,2025-10-20T00:00:00,3,Defective Item,Approved
735,21438,2024-07-25T00:00:00,3,Wrong Size/Color,Rejected
736,21459,2026-09-16T00:00:00,1,Buyer Remorse,Approved
737,21501,2024-11-21T00:00:00,2,,Approved
738,21529,2025-09-09T00:00:00,1,Not as Described,Rejected
739,21606,2025-05-25T00:00:00,1,Not as Described,Requested
740,21609,2025-05-17T00:00:00,1,Wrong Size/Color,Completed
741,21610,2026-08-19T00:00:00,2,Late Delivery,Rejected
742,21614,2026-08-13T00:00:00,3,,Rejected
743,21641,2025-10-19T00:00:00,1,Defective Item,Requested
744,21659,2023-11-27T00:00:00,1,Defective Item,Approved
745,21676,2025-10-03T00:00:00,1,Wrong Size/Color,Completed
746,21773,2026-07-01T00:00:00,1,Defective Item,Approved
747,21781,2026-07-10T00:00:00,3,,Rejected
748,21783,2026-07-10T00:00:00,3,Late Delivery,Completed
749,21828,2024-11-30T00:00:00,3,Wrong Size/Color,Requested
750,21986,2026-08-22T00:00:00,2,Buyer Remorse,Completed
751,22041,2025-11-26T00:00:00,1,Not as Described,Rejected
752,22103,2024-12-29T00:00:00,4,Defective Item,Completed
753,22138,2026-08-01T00:00:00,2,Buyer Remorse,Rejected
754,22181,2026-02-25T00:00:00,1,,Approved
755,22302,2023-09-28T00:00:00,1,Wrong Size/Color,Rejected
756,22359,2026-04-14T00:00:00,1,,Approved
757,22384,2025-01-11T00:00:00,1,Buyer Remorse,Approved
758,22432,2025-06-12T00:00:00,2,Defective Item,Requested
759,22565,2024-08-13T00:00:00,1,Defective Item,Rejected
760,22594,2024-07-29T00:00:00,1,Defective Item,Approved
761,22617,2026-05-27T00:00:00,1,Not as Described,Completed
762,22635,2026-08-30T00:00:00,3,,Requested
763,22647,2026-07-29T00:00:00,3,,Requested
764,22747,2025-02-26T00:00:00,1,Buyer Remorse,Approved
765,22757,2025-04-20T00:00:00,1,Buyer Remorse,Approved
766,22778,2026-05-15T00:00:00,2,Buyer Remorse,Approved
767,22805,2025-10-10T00:00:00,1,Buyer Remorse,Rejected
768,22820,2025-12-01T00:00:00,1,Buyer Remorse,Rejected
769,22824,2024-06-13T00:00:00,3,,Requested
770,22840,2025-09-25T00:00:00,1,Not as Described,Rejected
771,22843,2025-09-22T00:00:00,3,Late Delivery,Approved
772,22851,2026-03-26T00:00:00,4,Not as Described,Rejected
773,22874,2025-10-22T00:00:00,1,Buyer Remorse,Approved
774,22892,2025-10-18T00:00:00,1,,Requested
775,22902,2025-10-14T00:00:00,1,Defective Item,Rejected
776,22914,2026-02-18T00:00:00,1,Defective Item,Completed
777,22945,2025-04-26T00:00:00,1,Not as Described,Approved
778,22946,2025-04-24T00:00:00,2,Defective Item,Approved
779,22966,2026-06-10T00:00:00,2,Not as Described,Rejected
780,22971,2026-08-02T00:00:00,3,Buyer Remorse,Approved
781,22973,2023-11-17T00:00:00,1,Wrong Size/Color,Approved
782,22984,2026-02-28T00:00:00,2,Defective Item,Requested
783,23151,2026-05-09T00:00:00,1,Defective Item,Completed
784,23164,2025-06-18T00:00:00,1,Not as Described,Approved
785,23200,2025-07-23T00:00:00,3,,Requested
786,23210,2024-11-12T00:00:00,3,Wrong Size/Color,Rejected
787,23213,2024-10-05T00:00:00,2,Buyer Remorse,Requested
788,23290,2026-06-21T00:00:00,1,Buyer Remorse,Completed
789,23307,2025-12-10T00:00:00,1,Defective Item,Approved
790,23331,2025-12-22T00:00:00,2,Wrong Size/Color,Approved
791,23349,2026-06-30T00:00:00,2,Late Delivery,Completed
792,23358,2026-05-26T00:00:00,2,Not as Described,Completed
793,23367,2026-01-31T00:00:00,2,Defective Item,Approved
794,23389,2025-12-11T00:00:00,2,Not as Described,Rejected
795,23390,2025-12-25T00:00:00,3,Buyer Remorse,Completed
796,23412,2026-08-23T00:00:00,2,Buyer Remorse,Completed
797,23428,2025-07-02T00:00:00,4,Not as Described,Rejected
798,23429,2025-04-03T00:00:00,1,Wrong Size/Color,Requested
799,23433,2025-03-31T00:00:00,1,Wrong Size/Color,Requested
800,23442,2026-09-13T00:00:00,1,Late Delivery,Completed
801,23470,2025-07-31T00:00:00,2,Not as Described,Approved
802,23517,2026-09-03T00:00:00,4,Defective Item,Rejected
803,23530,2023-12-06T00:00:00,3,Late Delivery,Rejected
804,23590,2025-12-24T00:00:00,1,,Requested
805,23605,2024-05-25T00:00:00,1,Buyer Remorse,Requested
806,23610,2026-06-06T00:00:00,1,Late Delivery,Rejected
807,23634,2026-08-22T00:00:00,1,Defective Item,Requested
808,23719,2026-06-22T00:00:00,2,Not as Described,Approved
809,23770,2026-06-02T00:00:00,1,Not as Described,Completed
810,23829,2026-08-28T00:00:00,2,Defective Item,Approved
811,23834,2026-08-08T00:00:00,1,Buyer Remorse,Rejected
812,23895,2024-12-31T00:00:00,1,Defective Item,Approved
813,23905,2024-12-24T00:00:00,4,,Rejected
814,23920,2024-12-27T00:00:00,3,Late Delivery,Rejected
815,23997,2025-04-03T00:00:00,1,Wrong Size/Color,Rejected
816,24003,2026-05-12T00:00:00,2,,Requested
817,24019,2026-07-20T00:00:00,4,Buyer Remorse,Requested
818,24051,2024-09-17T00:00:00,1,Wrong Size/Color,Rejected
819,24061,2025-07-23T00:00:00,2,Not as Described,Requested
820,24087,2024-10-21T00:00:00,3,Defective Item,Requested
821,24099,2026-07-16T00:00:00,1,Late Delivery,Requested
822,24176,2024-12-30T00:00:00,1,Buyer Remorse,Requested
823,24191,2025-04-26T00:00:00,2,Wrong Size/Color,Requested
824,24194,2026-08-06T00:00:00,2,,Requested
825,24219,2024-01-05T00:00:00,1,Defective Item,Approved
826,24232,2026-03-29T00:00:00,2,Late Delivery,Completed
827,24256,2024-11-23T00:00:00,1,,Rejected
828,24294,2026-07-16T00:00:00,1,Late Delivery,Requested
829,24309,2026-03-16T00:00:00,2,Late Delivery,Requested
830,24353,2026-08-23T00:00:00,1,Not as Described,Approved
831,24383,2024-04-17T00:00:00,2,Buyer Remorse,Rejected
832,24386,2025-09-24T00:00:00,2,Wrong Size/Color,Rejected
833,24410,2025-12-19T00:00:00,1,,Approved
834,24472,2024-11-08T00:00:00,1,Not as Described,Completed
835,24493,2026-08-25T00:00:00,1,Defective Item,Requested
836,24559,2026-06-11T00:00:00,1,Late Delivery,Rejected
837,24604,2026-08-06T00:00:00,3,,Rejected
838,24627,2026-04-19T00:00:00,1,Buyer Remorse,Approved
839,24653,2026-08-01T00:00:00,1,Wrong Size/Color,Rejected
840,24660,2026-07-16T00:00:00,1,Wrong Size/Color,Approved
841,24674,2026-09-02T00:00:00,1,Buyer Remorse,Requested
842,24696,2025-03-02T00:00:00,2,Wrong Size/Color,Requested
843,24699,2025-03-09T00:00:00,4,Wrong Size/Color,Rejected
844,24720,2024-11-18T00:00:00,1,Late Delivery,Completed
845,24737,2025-01-17T00:00:00,1,Not as Described,Rejected
846,24747,2026-06-11T00:00:00,1,Wrong Size/Color,Approved
847,24820,2026-01-15T00:00:00,1,Wrong Size/Color,Requested
848,24822,2026-01-06T00:00:00,1,Not as Described,Rejected
849,24836,2023-12-10T00:00:00,4,Buyer Remorse,Requested
850,24883,2025-08-11T00:00:00,2,Defective Item,Completed
851,24915,2026-04-03T00:00:00,3,Buyer Remorse,Completed
852,24994,2025-03-12T00:00:00,1,Late Delivery,Approved
853,25004,2026-07-31T00:00:00,1,Defective Item,Rejected
854,25010,2025-02-14T00:00:00,4,,Approved
855,25023,2023-04-05T00:00:00,1,Late Delivery,Rejected
856,25060,2024-07-10T00:00:00,1,Wrong Size/Color,Approved
857,25106,2025-06-12T00:00:00,3,Wrong Size/Color,Approved
858,25165,2026-03-07T00:00:00,1,Not as Described,Approved
859,25208,2026-04-29T00:00:00,1,,Rejected
860,25292,2024-11-27T00:00:00,2,Buyer Remorse,Rejected
861,25337,2025-12-12T00:00:00,1,Late Delivery,Requested
862,25363,2025-04-28T00:00:00,4,,Requested
863,25390,2025-12-11T00:00:00,1,Defective Item,Requested
864,25393,2023-09-15T00:00:00,2,Not as Described,Approved
865,25395,2024-09-14T00:00:00,2,Not as Described,Rejected
866,25405,2026-02-03T00:00:00,1,Buyer Remorse,Approved
867,25442,2026-03-22T00:00:00,2,Late Delivery,Completed
868,25483,2025-11-24T00:00:00,1,,Requested
869,25486,2025-10-07T00:00:00,1,Late Delivery,Completed
870,25509,2026-02-27T00:00:00,1,Not as Described,Completed
871,25510,2026-05-04T00:00:00,1,Not as Described,Approved
872,25533,2024-12-24T00:00:00,2,Buyer Remorse,Rejected
873,25539,2026-05-15T00:00:00,1,Defective Item,Rejected
874,25546,2025-02-23T00:00:00,1,Wrong Size/Color,Approved
875,25577,2025-04-20T00:00:00,1,Defective Item,Requested
876,25609,2025-11-13T00:00:00,2,Late Delivery,Requested
877,25610,2024-09-11T00:00:00,1,Buyer Remorse,Approved
878,25627,2025-12-30T00:00:00,1,Not as Described,Requested
879,25687,2025-09-18T00:00:00,3,Buyer Remorse,Rejected
880,25774,2024-01-02T00:00:00,2,Late Delivery,Approved
881,25820,2025-07-11T00:00:00,4,Not as Described,Approved
882,25880,2026-08-01T00:00:00,2,Not as Described,Completed
883,25886,2024-07-29T00:00:00,2,Defective Item,Approved
884,25974,2025-01-12T00:00:00,4,Not as Described,Rejected
885,25985,2026-08-29T00:00:00,1,Late Delivery,Approved
886,26053,2025-12-07T00:00:00,2,Defective Item,Approved
887,26069,2026-09-02T00:00:00,1,Late Delivery,Approved
888,26075,2026-06-21T00:00:00,1,Wrong Size/Color,Rejected
889,26076,2026-06-17T00:00:00,2,Wrong Size/Color,Approved
890,26148,2025-10-24T00:00:00,2,Not as Described,Completed
891,26164,2026-07-17T00:00:00,3,Not as Described,Rejected
892,26236,2026-08-26T00:00:00,1,Late Delivery,Requested
893,26314,2023-08-04T00:00:00,1,Late Delivery,Rejected
894,26382,2025-01-05T00:00:00,3,Defective Item,Requested
895,26390,2026-04-26T00:00:00,1,Defective Item,Rejected
896,26397,2026-02-22T00:00:00,2,,Approved
897,26453,2025-02-12T00:00:00,1,Late Delivery,Approved
898,26467,2025-01-17T00:00:00,1,Buyer Remorse,Rejected
899,26533,2025-08-22T00:00:00,1,Not as Described,Completed
900,26560,2026-07-12T00:00:00,1,Wrong Size/Color,Rejected
901,26581,2026-08-04T00:00:00,1,Defective Item,Requested
902,26595,2026-07-12T00:00:00,1,Wrong Size/Color,Requested
